0.0242089156	3.6751037333	3.7717428411	4.7398451155	
7.8033298292	7.7028772056	3.3108841490	4.8532023252	
1.4181959144	4.5933973096	3.8573597755	7.6448845805	
0.1354996448	0.8897048907	3.2075227655	4.7834633772	
7.9435063581	7.6436524993	1.9541178212	5.6748770809	
7.8513174499	8.9591649782	3.1136639545	4.0630434701	
0.7302886148	3.4873312251	2.0613981472	3.7053320646	
8.5685615610	9.1771974547	2.2575188298	4.6721118728	
1.7503042450	2.5486505876	4.4803006799	5.2305747765	
10.6075638041	6.9246253716	3.4731551697	5.8931050868	
6.9179705699	7.7312351612	1.7715162387	3.9020823308	
-2.0218398043	3.1483215613	1.6940375830	4.9506120778	
0.7810803261	1.8631520729	4.4043754986	4.0283916752	
-0.2345013953	3.2925611685	3.3964796404	4.7989607916	
1.8832574520	3.9327289037	3.1042537491	5.6053400654	
0.5044002819	1.1174166329	1.8750964996	4.2762834840	
1.8178371293	2.2017584935	2.9410815215	5.4858665503	
0.9679292264	1.9741843174	2.4804497656	5.1898459630	
7.0470584602	7.0558880986	3.5472874495	4.8134300046	
9.0345771949	1.8376368558	6.1517191596	6.4292083538	
8.5006499956	8.6333607515	3.2587085084	5.1534054246	
8.8508475300	9.4159909606	1.9129297576	5.0093990378	
2.0832084175	4.6821651347	5.3568253895	5.6953730651	
1.7796957382	1.5160608259	2.5543748103	5.9981683706	
7.9985380586	7.3902523008	3.3167293811	5.9913031442	
8.7681501596	6.2319838737	1.4908507542	5.5538341218	
2.0783286500	2.8340254973	3.3765600084	6.1050776636	
1.7376734928	3.5510048834	4.3252520905	3.8916222096	
7.4991435651	8.4044277696	3.5206229611	5.2723456697	
0.8289917150	2.6671350879	2.9964149044	5.9506405859	
1.9223183659	2.8683342458	4.0381646447	4.9453135978	
9.4737417730	8.2356368840	3.3470725965	5.6029761795	
1.5927613403	3.1836769858	5.4583202883	5.9707906852	
8.1808480130	8.5286479965	3.5116570622	4.8015628809	
0.0421595065	5.0699173927	3.4037843896	4.0777166696	
3.9230815423	2.3531756228	7.6001693672	4.3439408522	
0.5903810777	2.1474025247	2.6706792183	4.5707689726	
7.9083777464	9.1196578066	3.8359446426	3.7007014315	
-1.4851894718	2.9166376238	3.4762973501	3.8390923535	
7.9369034794	9.6248130476	1.6134453363	5.4967594810	
9.1879990872	10.0430438182	2.1282460425	3.5732299289	
7.4646077567	8.3514119836	2.4737458789	3.8116861346	
1.2294004938	2.2776108666	3.1058601984	3.8635799769	
1.8103970063	3.6941850565	1.9423175920	4.7935860220	
-0.6206227819	5.4608702830	0.7495465476	7.7596314529	
1.0602886740	2.7971474486	3.5178349818	6.2889937635	
6.3496718698	6.9206936995	4.2797396249	5.1937496132	
0.3278264391	3.7135365179	6.6137461879	4.6966109832	
7.8827941034	8.0509953143	3.6153632265	5.3869795473	
2.3978583312	3.5553677007	5.0580085689	4.7629390120	
8.2946175209	4.9217079048	5.5771216940	6.0877340325	
-0.0847390592	1.6026823253	2.0410938056	4.4458970956	
1.7185155546	3.0849411178	1.7149758125	2.9946316984	
-1.1540476287	2.7846559514	0.2606223943	6.0437268741	
2.7095094907	3.1445947064	3.2064444207	4.9314516560	
2.3119921009	4.2303591217	3.3609368746	5.5831695416	
1.5154815210	4.2839513104	2.3112702400	5.2672092650	
8.2450457035	6.1006195349	3.0848279568	5.9804897764	
1.5713463207	3.0947931439	3.5245192179	4.1253952019	
-0.3581489348	2.8253001330	3.2987594366	3.3135854709	
7.3157599631	9.2346408416	3.3957218161	5.5563280681	
8.1234732043	7.0287885949	3.4162692311	3.3977074954	
0.6086266327	2.5652673236	2.6385743848	6.8572482493	
0.2419651991	1.0895095730	2.8216265898	8.0586915188	
1.6141060583	2.7910687987	3.6327596624	4.1340252005	
-0.9288619106	3.1491087805	1.6226939742	4.6829561618	
6.1470775526	7.4770510684	3.9430088136	4.7881604431	
0.2106598879	2.6481145704	4.1970910385	4.5761933275	
0.5669636768	4.0754817171	2.1981433621	5.1698732799	
9.1105445210	8.5195536378	2.6218663505	6.1463208531	
7.7241275314	8.6949980125	5.1469768428	5.0106861489	
7.5482575691	7.8788086227	3.5112428270	5.0421264246	
7.1358346628	7.3847514042	2.1353666211	7.0092164428	
0.9329306885	2.8866745045	3.8814160184	6.2959540613	
2.1624293623	3.6744814589	2.3930961674	3.6096476776	
0.7143483648	0.9795821094	4.4808033962	6.2435989295	
0.3950140041	4.9994137533	2.4703567268	4.3281971535	
8.2077518122	8.1139949905	2.6434003140	3.8539650275	
7.8937564179	8.8752162754	2.1999251221	6.0261126675	
7.9968840552	7.9648735422	2.7293114115	4.1691990025	
8.5354231019	8.7194512262	4.1772832647	6.6485794118	
1.4307779837	4.2445191965	1.3296180822	5.8705895978	
2.0380200355	3.7724874177	5.8131420617	3.5294330499	
1.3490265869	4.0408120168	2.9106111827	4.5702580265	
-1.8905020341	2.1982204975	2.5934114493	7.1164141429	
0.1235479943	4.1909915651	4.4589899516	6.4365342500	
9.2364522230	4.1837523725	7.1039124464	4.3236496768	
2.4231849325	4.3618028302	2.4496357896	5.3304966292	
8.2351006495	7.0185784454	3.4201769077	5.0272998811	
0.8221208846	4.4877473983	3.0382704414	5.1919322015	
1.7884301185	4.7657257238	4.9018558979	4.4928374132	
8.3275689787	8.4361450012	4.6472338802	4.4984912873	
-0.3559993304	4.2941860238	5.4324534859	4.4214010044	
7.0585983956	7.4961927743	2.3845167546	5.3844172272	
1.4374297986	2.0147202766	5.2022676245	4.4604052615	
0.3536596546	2.2312940733	1.9326203434	5.9468820784	
1.9045730894	3.4351962056	1.8983419030	4.5882711033	
1.6726110277	2.3047476526	3.2473072958	5.1269850255	
3.3540333626	2.8346621379	2.3802130056	3.8662816075	
